window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,14899,0,0,0,402
3,14865,0,0,0,352
4,14873,0,0,0,360
5,14872,0,0,0,307
6,14851,0,0,0,372
7,14860,0,0,0,367
