window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,40001,36513,36095,36298,6702
3,40001,36366,36001,36064,6682
4,40001,36534,36011,36359,6475
5,40001,36469,36022,36180,6474
6,40001,36488,36083,36263,6612
7,40001,36439,36039,36227,6313
