window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,200001,21610,21452,21513,47211
3,200001,20705,20442,20523,42614
4,200001,21409,21325,21158,42536
5,200001,20365,20198,20345,45961
6,200001,20523,20322,20286,45031
