window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,5015,0,0,0,464
3,4944,0,0,0,411
4,4969,0,0,0,423
5,4921,0,0,0,448
6,4987,0,0,0,358
7,4931,0,0,0,376
8,4968,0,0,0,372
9,4966,0,0,0,399
10,4933,0,0,0,380
11,5000,0,0,0,370
12,4934,0,0,0,463
13,4938,0,0,0,645
14,4960,0,0,0,372
15,4971,0,0,0,325
16,4946,0,0,0,367
17,4959,0,0,0,321
18,4980,0,0,0,359
19,4933,0,0,0,466
20,4958,0,0,0,385
