window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,148767,0,0,0,37815
3,148231,0,0,0,36035
4,148968,0,0,0,34172
5,148921,0,0,0,34482
6,148466,0,0,0,36200
