window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,26445,0,0,0,457
3,26440,0,0,0,323
4,26438,0,0,0,375
5,26435,0,0,0,347
6,26425,0,0,0,308
7,26436,0,0,0,360
