window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,14892,0,0,0,522
3,14889,0,0,0,506
4,14848,0,0,0,452
5,14848,0,0,0,467
6,14872,0,0,0,535
7,14820,0,0,0,518
