window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,4801,0,0,0,835
3,5133,0,0,0,338
4,4935,0,0,0,352
5,4951,0,0,0,336
6,4968,0,0,0,479
7,4935,0,0,0,394
8,4971,0,0,0,306
9,4939,0,0,0,286
10,4986,0,0,0,340
11,4981,0,0,0,328
12,4937,0,0,0,340
13,4916,0,0,0,345
14,4982,0,0,0,363
15,4964,0,0,0,358
16,4932,0,0,0,328
17,4928,0,0,0,331
18,5003,0,0,0,485
19,4938,0,0,0,317
20,4956,0,0,0,363
