window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,49236,0,0,0,3435
3,49846,0,0,0,3060
4,49217,0,0,0,3047
5,49924,0,0,0,3396
6,49452,0,0,0,3226
7,47805,0,0,0,3183
8,51001,0,0,0,2916
9,49750,0,0,0,3252
10,48323,0,0,0,3250
11,50836,0,0,0,2717
12,49509,0,0,0,3555
13,49390,0,0,0,3270
14,48870,0,0,0,2848
15,50057,0,0,0,2767
16,49958,0,0,0,3331
17,49377,0,0,0,3098
18,47138,0,0,0,3478
19,51847,0,0,0,3994
20,49598,0,0,0,3254
