window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,26431,0,0,0,663
3,26429,0,0,0,618
4,26444,0,0,0,595
5,26452,0,0,0,604
6,26430,0,0,0,615
7,26339,0,0,0,607
