window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
2,148986,0,0,0,3229
3,147555,0,0,0,2764
4,149771,0,0,0,3007
5,148470,0,0,0,2621
6,148694,0,0,0,2979
7,148610,0,0,0,3414
