window id,buffer size,humidity_lost,light_lost,temp_lost,procces time
16,49480,0,0,0,10887
17,49583,0,0,0,10340
18,49641,0,0,0,10222
19,49578,0,0,0,10472
20,49594,0,0,0,9905
2,49636,0,0,0,8918
3,49603,0,0,0,9549
4,49561,0,0,0,8289
5,49554,0,0,0,8526
6,49683,0,0,0,8166
7,49475,0,0,0,8879
8,49656,0,0,0,8501
9,48223,0,0,0,8066
10,50816,0,0,0,8551
11,49710,0,0,0,8700
12,49574,0,0,0,8527
13,49588,0,0,0,8776
14,48952,0,0,0,8036
15,50102,0,0,0,8482
